state,yr,qtr,index_nsa,index_sa,Warning
AK,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,2,100.96,100.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,3,102.09,101.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,4,102.50,102.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,1,102.78,102.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,2,104.30,103.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,3,105.09,104.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,4,104.41,104.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,1,104.78,104.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,2,107.24,106.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,3,108.34,107.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,4,110.42,110.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,1,111.28,111.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,2,112.05,111.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,3,112.84,112.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,4,111.24,111.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,1,114.47,114.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,2,116.31,115.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,3,117.67,116.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,4,117.61,117.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,1,120.36,120.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,2,121.44,120.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,3,120.43,119.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,4,123.10,123.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,1,122.44,122.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,2,125.05,123.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,3,125.21,124.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,4,125.94,126.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,1,126.20,126.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,2,129.59,128.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,3,130.15,129.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,4,130.94,131.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,1,131.90,132.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,2,134.15,132.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,3,134.90,133.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,4,131.35,131.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,1,132.86,133.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,2,136.86,135.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,3,138.05,136.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,4,136.70,137.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,1,139.75,140.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,2,144.85,143.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,3,146.64,144.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,4,148.62,148.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,1,148.87,149.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,2,153.74,152.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,3,158.07,156.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,4,157.13,157.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,1,160.01,160.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,2,164.95,163.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,3,167.45,165.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,4,170.90,171.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,1,174.77,175.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,2,179.03,177.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,3,185.65,183.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,4,187.88,188.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,1,191.80,192.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,2,199.55,197.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,3,206.41,204.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,4,207.46,207.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,1,211.35,212.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,2,218.85,215.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,3,220.49,218.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,4,219.45,219.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,1,221.08,222.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,2,229.25,225.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,3,226.35,223.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,4,222.69,222.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,1,217.23,219.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,2,226.33,223.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,3,223.66,220.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,4,224.40,224.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,1,222.40,224.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,2,218.39,215.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,3,217.74,214.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,4,215.61,215.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,1,210.57,213.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,2,222.51,219.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,3,225.05,221.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,4,219.94,219.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,1,222.16,225.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,2,223.66,221.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,3,228.04,223.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,4,222.66,222.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,1,214.59,217.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,2,225.02,222.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,3,230.50,226.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,4,226.28,225.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,1,224.76,228.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,2,231.59,228.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,3,232.32,228.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,4,231.34,230.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,1,226.81,229.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,2,237.16,233.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,3,237.96,235.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,4,239.86,239.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,1,237.96,240.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,2,244.38,240.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,3,243.07,240.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,4,245.25,244.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,1,242.70,245.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,2,251.42,247.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,3,248.76,246.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,4,247.49,247.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,1,247.30,249.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,2,251.36,247.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,3,254.88,252.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,4,249.55,249.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,1,253.13,254.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,2,258.13,254.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,3,255.46,252.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,4,254.67,255.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2019,1,257.90,259.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2019,2,267.90,263.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2019,3,266.93,263.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2019,4,263.17,263.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2020,1,265.12,267.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2020,2,276.48,272.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2020,3,276.95,272.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2020,4,287.91,288.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2021,1,288.81,291.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2021,2,301.29,297.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2021,3,315.23,310.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2021,4,318.00,318.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2022,1,321.24,324.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2022,2,336.36,332.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2022,3,344.31,338.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2022,4,335.96,336.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AL,1991,1,100.00,100.00,
AL,1991,2,101.54,101.25,
AL,1991,3,102.56,101.94,
AL,1991,4,103.33,102.79,
AL,1992,1,104.20,104.21,
AL,1992,2,104.53,104.22,
AL,1992,3,106.69,106.03,
AL,1992,4,108.22,107.70,
AL,1993,1,108.80,108.80,
AL,1993,2,109.84,109.46,
AL,1993,3,111.93,111.22,
AL,1993,4,113.06,112.59,
AL,1994,1,113.98,113.95,
AL,1994,2,116.12,115.69,
AL,1994,3,117.20,116.44,
AL,1994,4,117.76,117.38,
AL,1995,1,118.40,118.33,
AL,1995,2,119.74,119.21,
AL,1995,3,121.45,120.69,
AL,1995,4,121.75,121.47,
AL,1996,1,122.69,122.54,
AL,1996,2,125.00,124.38,
AL,1996,3,125.63,124.88,
AL,1996,4,126.38,126.18,
AL,1997,1,127.69,127.48,
AL,1997,2,128.14,127.43,
AL,1997,3,129.60,128.91,
AL,1997,4,129.48,129.32,
AL,1998,1,130.90,130.60,
AL,1998,2,132.60,131.84,
AL,1998,3,134.00,133.34,
AL,1998,4,135.30,135.16,
AL,1999,1,136.37,136.03,
AL,1999,2,138.04,137.21,
AL,1999,3,138.64,138.01,
AL,1999,4,139.55,139.38,
AL,2000,1,141.12,140.78,
AL,2000,2,142.32,141.46,
AL,2000,3,142.67,141.99,
AL,2000,4,142.74,142.55,
AL,2001,1,144.20,143.94,
AL,2001,2,146.01,145.13,
AL,2001,3,146.81,146.02,
AL,2001,4,147.28,147.07,
AL,2002,1,148.31,148.14,
AL,2002,2,150.20,149.33,
AL,2002,3,151.19,150.24,
AL,2002,4,153.14,152.93,
AL,2003,1,154.11,154.04,
AL,2003,2,156.24,155.35,
AL,2003,3,159.39,158.24,
AL,2003,4,158.99,158.80,
AL,2004,1,160.01,160.06,
AL,2004,2,163.66,162.67,
AL,2004,3,167.30,165.99,
AL,2004,4,168.38,168.24,
AL,2005,1,171.19,171.38,
AL,2005,2,175.18,174.00,
AL,2005,3,179.22,177.71,
AL,2005,4,182.70,182.69,
AL,2006,1,186.82,187.16,
AL,2006,2,191.94,190.48,
AL,2006,3,195.02,193.27,
AL,2006,4,195.75,195.87,
AL,2007,1,197.79,198.34,
AL,2007,2,202.22,200.54,
AL,2007,3,202.08,200.04,
AL,2007,4,200.07,200.31,
AL,2008,1,197.95,198.73,
AL,2008,2,198.39,196.69,
AL,2008,3,195.92,193.64,
AL,2008,4,190.50,190.84,
AL,2009,1,190.46,191.47,
AL,2009,2,192.48,190.79,
AL,2009,3,188.07,185.53,
AL,2009,4,191.59,192.10,
AL,2010,1,183.03,184.21,
AL,2010,2,182.55,180.87,
AL,2010,3,181.95,179.29,
AL,2010,4,174.75,175.34,
AL,2011,1,170.46,171.64,
AL,2011,2,172.01,170.36,
AL,2011,3,173.99,171.37,
AL,2011,4,170.62,171.29,
AL,2012,1,171.91,173.14,
AL,2012,2,178.28,176.43,
AL,2012,3,175.22,172.65,
AL,2012,4,175.55,176.34,
AL,2013,1,176.26,177.46,
AL,2013,2,181.56,179.55,
AL,2013,3,182.85,180.33,
AL,2013,4,180.15,181.00,
AL,2014,1,181.31,182.44,
AL,2014,2,184.20,182.04,
AL,2014,3,185.70,183.34,
AL,2014,4,185.30,186.18,
AL,2015,1,184.81,185.79,
AL,2015,2,191.45,189.21,
AL,2015,3,192.39,190.12,
AL,2015,4,189.47,190.33,
AL,2016,1,191.69,192.54,
AL,2016,2,196.85,194.63,
AL,2016,3,199.20,196.96,
AL,2016,4,197.99,198.92,
AL,2017,1,199.50,200.08,
AL,2017,2,204.82,202.70,
AL,2017,3,207.35,205.11,
AL,2017,4,207.68,208.66,
AL,2018,1,210.52,210.82,
AL,2018,2,216.22,214.17,
AL,2018,3,219.11,216.81,
AL,2018,4,218.13,219.21,
AL,2019,1,222.99,223.00,
AL,2019,2,227.59,225.64,
AL,2019,3,231.66,229.26,
AL,2019,4,232.38,233.64,
AL,2020,1,238.98,238.70,
AL,2020,2,243.02,241.08,
AL,2020,3,250.74,248.12,
AL,2020,4,258.09,259.66,
AL,2021,1,265.96,265.40,
AL,2021,2,281.68,279.56,
AL,2021,3,295.52,292.35,
AL,2021,4,303.75,305.80,
AL,2022,1,317.69,316.83,
AL,2022,2,331.26,328.82,
AL,2022,3,338.25,334.56,
AL,2022,4,334.81,337.16,
AR,1991,1,100.00,100.00,
AR,1991,2,100.25,99.93,
AR,1991,3,101.52,101.22,
AR,1991,4,102.99,102.82,
AR,1992,1,102.80,102.82,
AR,1992,2,103.99,103.63,
AR,1992,3,105.11,104.81,
AR,1992,4,105.59,105.43,
AR,1993,1,107.40,107.40,
AR,1993,2,109.53,109.15,
AR,1993,3,111.49,111.19,
AR,1993,4,111.60,111.42,
AR,1994,1,115.09,115.08,
AR,1994,2,116.58,116.19,
AR,1994,3,117.11,116.79,
AR,1994,4,119.11,118.92,
AR,1995,1,119.00,119.01,
AR,1995,2,121.50,121.09,
AR,1995,3,122.80,122.44,
AR,1995,4,123.44,123.27,
AR,1996,1,124.01,124.01,
AR,1996,2,125.78,125.33,
AR,1996,3,125.32,124.95,
AR,1996,4,125.80,125.64,
AR,1997,1,127.33,127.36,
AR,1997,2,128.00,127.51,
AR,1997,3,128.29,127.92,
AR,1997,4,129.37,129.22,
AR,1998,1,129.14,129.17,
AR,1998,2,129.79,129.30,
AR,1998,3,132.14,131.73,
AR,1998,4,132.50,132.35,
AR,1999,1,133.88,133.93,
AR,1999,2,135.21,134.71,
AR,1999,3,136.14,135.68,
AR,1999,4,136.68,136.54,
AR,2000,1,136.93,136.98,
AR,2000,2,139.67,139.22,
AR,2000,3,139.98,139.44,
AR,2000,4,140.86,140.71,
AR,2001,1,142.57,142.64,
AR,2001,2,143.69,143.25,
AR,2001,3,145.44,144.83,
AR,2001,4,145.95,145.77,
AR,2002,1,146.83,146.99,
AR,2002,2,149.76,149.29,
AR,2002,3,151.09,150.39,
AR,2002,4,152.48,152.25,
AR,2003,1,154.08,154.38,
AR,2003,2,156.81,156.29,
AR,2003,3,159.96,159.15,
AR,2003,4,161.02,160.80,
AR,2004,1,164.06,164.46,
AR,2004,2,167.56,166.96,
AR,2004,3,170.20,169.28,
AR,2004,4,172.68,172.47,
AR,2005,1,174.74,175.24,
AR,2005,2,178.07,177.36,
AR,2005,3,182.16,181.16,
AR,2005,4,185.18,185.06,
AR,2006,1,186.39,186.84,
AR,2006,2,190.01,189.22,
AR,2006,3,191.73,190.71,
AR,2006,4,192.47,192.41,
AR,2007,1,191.90,192.32,
AR,2007,2,195.32,194.38,
AR,2007,3,195.56,194.60,
AR,2007,4,193.43,193.52,
AR,2008,1,189.37,189.64,
AR,2008,2,189.25,188.29,
AR,2008,3,189.19,188.27,
AR,2008,4,184.81,185.06,
AR,2009,1,183.93,184.14,
AR,2009,2,184.37,183.31,
AR,2009,3,184.41,183.52,
AR,2009,4,187.38,187.86,
AR,2010,1,177.96,178.03,
AR,2010,2,183.17,182.08,
AR,2010,3,177.75,176.84,
AR,2010,4,174.69,175.32,
AR,2011,1,177.37,177.33,
AR,2011,2,174.17,173.10,
AR,2011,3,175.79,174.86,
AR,2011,4,177.28,178.09,
AR,2012,1,178.18,177.99,
AR,2012,2,182.95,181.85,
AR,2012,3,181.76,180.81,
AR,2012,4,180.44,181.35,
AR,2013,1,185.79,185.48,
AR,2013,2,186.40,185.31,
AR,2013,3,186.63,185.66,
AR,2013,4,182.81,183.79,
AR,2014,1,185.75,185.34,
AR,2014,2,188.05,187.02,
AR,2014,3,189.41,188.40,
AR,2014,4,191.03,192.01,
AR,2015,1,188.91,188.57,
AR,2015,2,193.29,192.25,
AR,2015,3,196.42,195.28,
AR,2015,4,194.97,195.95,
AR,2016,1,196.74,196.48,
AR,2016,2,198.90,197.90,
AR,2016,3,200.80,199.53,
AR,2016,4,199.63,200.47,
AR,2017,1,203.06,203.03,
AR,2017,2,204.99,203.97,
AR,2017,3,208.32,206.95,
AR,2017,4,210.33,211.04,
AR,2018,1,211.92,212.04,
AR,2018,2,214.08,213.10,
AR,2018,3,216.82,215.35,
AR,2018,4,217.44,217.95,
AR,2019,1,221.47,221.81,
AR,2019,2,224.88,223.86,
AR,2019,3,226.32,224.77,
AR,2019,4,225.88,226.26,
AR,2020,1,228.69,229.16,
AR,2020,2,236.42,235.37,
AR,2020,3,242.64,240.99,
AR,2020,4,250.01,250.29,
AR,2021,1,255.60,256.28,
AR,2021,2,271.25,269.99,
AR,2021,3,285.22,283.29,
AR,2021,4,297.78,298.00,
AR,2022,1,306.25,307.25,
AR,2022,2,319.85,318.31,
AR,2022,3,327.82,325.57,
AR,2022,4,329.57,329.70,
AZ,1991,1,100.00,100.00,
AZ,1991,2,100.41,100.24,
AZ,1991,3,99.49,99.41,
AZ,1991,4,101.65,101.01,
AZ,1992,1,102.29,102.32,
AZ,1992,2,101.65,101.48,
AZ,1992,3,102.75,102.64,
AZ,1992,4,103.83,103.21,
AZ,1993,1,104.10,104.15,
AZ,1993,2,105.33,105.14,
AZ,1993,3,106.91,106.70,
AZ,1993,4,109.26,108.69,
AZ,1994,1,110.24,110.31,
AZ,1994,2,112.68,112.46,
AZ,1994,3,114.49,114.16,
AZ,1994,4,116.57,116.10,
AZ,1995,1,117.24,117.33,
AZ,1995,2,119.26,118.97,
AZ,1995,3,121.12,120.67,
AZ,1995,4,122.08,121.75,
AZ,1996,1,123.76,123.84,
AZ,1996,2,125.26,124.89,
AZ,1996,3,126.67,126.12,
AZ,1996,4,126.82,126.62,
AZ,1997,1,127.93,127.98,
AZ,1997,2,129.62,129.18,
AZ,1997,3,131.01,130.42,
AZ,1997,4,131.94,131.85,
AZ,1998,1,133.29,133.29,
AZ,1998,2,135.84,135.32,
AZ,1998,3,137.67,137.09,
AZ,1998,4,138.87,138.80,
AZ,1999,1,141.05,141.04,
AZ,1999,2,143.50,142.89,
AZ,1999,3,145.68,145.16,
AZ,1999,4,147.10,146.98,
AZ,2000,1,149.44,149.44,
AZ,2000,2,151.92,151.24,
AZ,2000,3,153.40,152.94,
AZ,2000,4,155.74,155.54,
AZ,2001,1,157.62,157.65,
AZ,2001,2,160.96,160.23,
AZ,2001,3,162.90,162.41,
AZ,2001,4,165.75,165.50,
AZ,2002,1,166.53,166.64,
AZ,2002,2,170.17,169.38,
AZ,2002,3,172.74,172.09,
AZ,2002,4,176.08,175.90,
AZ,2003,1,179.17,179.40,
AZ,2003,2,183.14,182.24,
AZ,2003,3,186.94,186.05,
AZ,2003,4,192.42,192.43,
AZ,2004,1,198.01,198.36,
AZ,2004,2,206.05,204.93,
AZ,2004,3,216.56,215.19,
AZ,2004,4,227.50,227.96,
AZ,2005,1,243.57,244.04,
AZ,2005,2,268.78,267.09,
AZ,2005,3,290.42,288.20,
AZ,2005,4,301.65,302.88,
AZ,2006,1,313.86,314.50,
AZ,2006,2,320.30,318.05,
AZ,2006,3,316.55,313.75,
AZ,2006,4,317.97,319.87,
AZ,2007,1,317.20,317.81,
AZ,2007,2,315.75,313.33,
AZ,2007,3,308.52,305.65,
AZ,2007,4,288.32,290.29,
AZ,2008,1,276.55,277.03,
AZ,2008,2,263.33,261.36,
AZ,2008,3,244.48,242.09,
AZ,2008,4,224.41,225.94,
AZ,2009,1,214.53,214.96,
AZ,2009,2,203.87,202.41,
AZ,2009,3,202.02,200.00,
AZ,2009,4,194.81,195.98,
AZ,2010,1,190.86,191.41,
AZ,2010,2,187.72,186.42,
AZ,2010,3,181.41,179.59,
AZ,2010,4,171.98,172.79,
AZ,2011,1,166.34,167.03,
AZ,2011,2,162.62,161.42,
AZ,2011,3,164.03,162.48,
AZ,2011,4,166.39,166.98,
AZ,2012,1,172.39,173.24,
AZ,2012,2,184.29,182.87,
AZ,2012,3,194.54,192.85,
AZ,2012,4,197.38,197.91,
AZ,2013,1,204.12,205.23,
AZ,2013,2,217.35,215.48,
AZ,2013,3,221.51,219.84,
AZ,2013,4,226.46,227.00,
AZ,2014,1,227.57,228.73,
AZ,2014,2,232.90,230.76,
AZ,2014,3,234.11,232.64,
AZ,2014,4,235.51,236.06,
AZ,2015,1,240.23,241.24,
AZ,2015,2,246.80,244.48,
AZ,2015,3,251.71,250.43,
AZ,2015,4,253.67,254.24,
AZ,2016,1,258.03,258.75,
AZ,2016,2,266.34,264.02,
AZ,2016,3,267.95,266.76,
AZ,2016,4,272.62,273.20,
AZ,2017,1,277.95,278.41,
AZ,2017,2,286.75,284.51,
AZ,2017,3,291.56,290.33,
AZ,2017,4,293.90,294.42,
AZ,2018,1,302.82,303.18,
AZ,2018,2,309.65,307.49,
AZ,2018,3,314.11,312.65,
AZ,2018,4,319.28,319.92,
AZ,2019,1,321.81,322.07,
AZ,2019,2,331.05,328.88,
AZ,2019,3,338.18,336.37,
AZ,2019,4,344.54,345.47,
AZ,2020,1,353.41,353.69,
AZ,2020,2,362.66,360.30,
AZ,2020,3,377.42,374.99,
AZ,2020,4,394.34,395.94,
AZ,2021,1,416.77,417.02,
AZ,2021,2,450.27,447.20,
AZ,2021,3,482.95,479.52,
AZ,2021,4,502.32,504.88,
AZ,2022,1,531.37,531.65,
AZ,2022,2,563.76,559.80,
AZ,2022,3,551.39,547.25,
AZ,2022,4,533.67,536.80,
CA,1991,1,100.00,100.00,
CA,1991,2,99.71,99.10,
CA,1991,3,99.49,98.71,
CA,1991,4,99.64,99.05,
CA,1992,1,99.09,99.09,
CA,1992,2,98.00,97.41,
CA,1992,3,97.74,96.93,
CA,1992,4,95.96,95.44,
CA,1993,1,93.64,93.62,
CA,1993,2,92.98,92.42,
CA,1993,3,91.61,90.79,
CA,1993,4,90.37,89.96,
CA,1994,1,88.92,88.89,
CA,1994,2,88.66,88.11,
CA,1994,3,88.29,87.45,
CA,1994,4,87.03,86.71,
CA,1995,1,86.26,86.22,
CA,1995,2,86.21,85.63,
CA,1995,3,86.41,85.56,
CA,1995,4,85.24,85.03,
CA,1996,1,85.06,85.01,
CA,1996,2,85.08,84.44,
CA,1996,3,85.45,84.62,
CA,1996,4,85.27,85.14,
CA,1997,1,84.84,84.75,
CA,1997,2,86.97,86.26,
CA,1997,3,88.19,87.36,
CA,1997,4,88.98,88.89,
CA,1998,1,91.11,91.01,
CA,1998,2,94.48,93.64,
CA,1998,3,96.57,95.71,
CA,1998,4,98.09,98.00,
CA,1999,1,100.60,100.49,
CA,1999,2,103.80,102.84,
CA,1999,3,106.12,105.20,
CA,1999,4,108.28,108.17,
CA,2000,1,111.69,111.58,
CA,2000,2,116.03,114.95,
CA,2000,3,119.74,118.68,
CA,2000,4,123.66,123.50,
CA,2001,1,127.87,127.82,
CA,2001,2,132.41,131.24,
CA,2001,3,135.30,133.99,
CA,2001,4,137.87,137.65,
CA,2002,1,142.15,142.20,
CA,2002,2,149.65,148.39,
CA,2002,3,156.85,155.16,
CA,2002,4,161.53,161.26,
CA,2003,1,167.13,167.34,
CA,2003,2,174.73,173.29,
CA,2003,3,182.51,180.35,
CA,2003,4,191.21,190.94,
CA,2004,1,200.52,200.93,
CA,2004,2,215.30,213.47,
CA,2004,3,230.49,227.63,
CA,2004,4,239.79,239.50,
CA,2005,1,251.30,251.96,
CA,2005,2,267.08,264.74,
CA,2005,3,280.37,276.77,
CA,2005,4,283.99,283.65,
CA,2006,1,285.83,286.76,
CA,2006,2,287.22,284.67,
CA,2006,3,282.44,278.75,
CA,2006,4,273.88,273.40,
CA,2007,1,271.50,272.63,
CA,2007,2,268.61,266.20,
CA,2007,3,255.16,251.79,
CA,2007,4,234.27,233.67,
CA,2008,1,212.59,213.68,
CA,2008,2,195.54,193.80,
CA,2008,3,183.14,180.70,
CA,2008,4,171.13,170.55,
CA,2009,1,163.15,164.14,
CA,2009,2,163.44,161.98,
CA,2009,3,166.85,164.59,
CA,2009,4,167.79,167.14,
CA,2010,1,165.59,166.73,
CA,2010,2,167.60,166.04,
CA,2010,3,165.00,162.72,
CA,2010,4,160.01,159.44,
CA,2011,1,154.46,155.57,
CA,2011,2,153.89,152.33,
CA,2011,3,153.85,151.77,
CA,2011,4,152.44,152.04,
CA,2012,1,152.79,153.81,
CA,2012,2,160.00,158.23,
CA,2012,3,164.14,161.99,
CA,2012,4,169.57,169.34,
CA,2013,1,177.09,178.08,
CA,2013,2,190.09,187.85,
CA,2013,3,198.33,195.90,
